Nama Lokasi,Level,Polygon XML
Bekasi > Pondok Gede > Ruko Jatibening Park,,
Bekasi > Pondok Gede > Ruko Permata,,
Bekasi > Pondok Gede > Ruko Vila Jatibening,3,"<coordinates>106.95237837731838,-6.251773484156202 106.95243738591671,-6.251777483542931 106.9524548202753,-6.251705494577059 106.95240251719952,-6.25169882893157 106.95237969671712,-6.2517714775274476 106.95237837731838,-6.251773484156202 </coordinates>"
Bekasi > Pondok Melati,,
Bekasi > Pondok Melati > Giant,,
Bekasi > Pondok Melati > Ruko Puri Gading,3,"<coordinates>106.93958021700382,-6.312300688723048 106.9393777102232,-6.312226042179701 106.93853817880154,-6.312187385929813 106.93846844136715,-6.3121700572651305 106.93847380578518,-6.311995437611758 106.93940654397011,-6.312019431155402 106.9395299255848,-6.312035426850547 106.93967141211033,-6.312216711361026 106.93963017314672,-6.31226803086166 106.93963419646025,-6.312277361679407 106.93958021700382,-6.312300688723048 </coordinates>"
Bekasi > Rawalumbu,,
Bekasi > Rawalumbu > Hotel Pesona Permai,3,"<coordinates>106.99948735535145,-6.261647876773755 106.99948601424694,-6.261557225712456 106.99962817132473,-6.261554559504534 106.99962146580219,-6.261639878151349 106.9996191188693,-6.261642544358826 106.99948735535145,-6.261647876773755 </coordinates>"
Bekasi > Rawalumbu > Kawu Jaya Plaza,3,"<coordinates>107.00412053614855,-6.269949714211396 107.00410310178995,-6.269995039015073 107.00413528829813,-6.270009036380115 107.0041574165225,-6.269971710072488 107.00412053614855,-6.269949714211396 </coordinates>"
Bekasi > Rawalumbu > Kirana Sport Centre,,
Bekasi > Rawalumbu > Komplek Cut Meutiah Permai,,
Bekasi > Rawalumbu > Linc Square,3,"<coordinates>106.98923595249653,-6.276447784450391 106.98918767273426,-6.276518436938255 106.98925338685513,-6.2765570958426595 106.98928724974394,-6.276491775623203 106.98923595249653,-6.276447784450391 </coordinates>"
Bekasi > Rawalumbu > Ruko Kemang Pratama 1,3,"<coordinates>106.98734901845455,-6.275985210377986 106.9866456091404,-6.275156041992619 106.9867180287838,-6.275246690690651 106.98649004101753,-6.274782782481698 106.98636129498482,-6.274305543146125 106.98671534657478,-6.274262884860222 106.9868253171444,-6.274692133702982 106.98697820305824,-6.275017402776928 106.98725312948227,-6.275462647819435 106.987564265728,-6.275755922789278 106.98734901845455,-6.275985210377986 </coordinates>"
Bekasi > Rawalumbu > Ruko Kemang Pratama 2,,
Bekasi > Rawalumbu > Ruko Kemang Pratama 3,,
Bekasi > Rawalumbu > Ruko Kemang Pratama 5,,
Bogor > Bogor Barat,,
Bogor > Bogor Barat > Giant Ekstra,,
Bogor > Bogor Barat > Griya Mart,,
Bogor > Bogor Barat > Plaza Niaga,3,"<coordinates>106.86130598187447,-6.570449834648251 106.86182633042336,-6.571326484653673 106.86222597956657,-6.571070684203829 106.86173111200333,-6.57021002130772 106.86130598187447,-6.570449834648251 </coordinates>"
Bogor > Bogor Barat > Ruko Braja Mustika,3,"<coordinates>106.77877441048622,-6.582829375079824 106.7779053747654,-6.582011365029727 106.77785441279411,-6.582038010329465 106.77751310169697,-6.5817009471824175 106.77761301398277,-6.581598362700959 106.77792683243752,-6.581872809448044 106.77799120545387,-6.58183550601559 106.7788977921009,-6.582672168041264 106.77877441048622,-6.582829375079824 </coordinates>"
Bogor > Bogor Barat > Ruko Fresh Market,3,"<coordinates>106.95721238851547,-6.366657836420373 106.9564238190651,-6.3659807566049205 106.9569656252861,-6.36531433859201 106.95738404989243,-6.364983794936801 106.95759326219559,-6.3649518068298505 106.9580814242363,-6.364733221378996 106.9583711028099,-6.365676870098288 106.9577756524086,-6.366018075988073 106.95721238851547,-6.366657836420373 </coordinates>"
Bogor > Bogor Barat > Ruko Taman Yasmin,,
Bogor > Bogor Barat > Ruko Terra Griya,,
Bogor > Bogor Barat > Taman Yasmin,,
Bogor > Bogor Barat > Teras Yasmin,,
Bogor > Bogor Selatan,,
Bogor > Bogor Selatan > Aston Bogor Hotel & Resort,3,"<coordinates>106.79369419813156,-6.634582416908999 106.79388731718063,-6.634918111894904 106.79413408041,-6.63480621359168 106.79394096136093,-6.634438547559292 106.79369419813156,-6.634582416908999 </coordinates>"
Bogor > Bogor Selatan > Farmers Market,3,"<coordinates>106.80396940559149,-6.615647251123643 106.80403042584658,-6.615619941544641 106.80406261235476,-6.61567522678835 106.80400628596544,-6.61570320245148 106.80396940559149,-6.615647251123643 </coordinates>"
Bogor > Bogor Selatan > Orchard Walk BNR,3,"<coordinates>106.79346822202206,-6.632913263443689 106.79345615208149,-6.633002516006736 106.79351951926947,-6.632991192921279 106.79352153092623,-6.632917925891428 106.79346822202206,-6.632913263443689 </coordinates>"
Bogor > Bogor Selatan > Perum Rancamaya,,
Bogor > Bogor Selatan > Puncak Pass Resort,3,"<coordinates>106.93572454154491,-6.662227197282677 106.93580366671085,-6.662277815123 106.93587072193623,-6.662216540894583 106.93578220903873,-6.662145942317567 106.93572454154491,-6.662227197282677 </coordinates>"
Bogor > Bogor Selatan > Ruko KIA,,
Bogor > Bogor Selatan > Ruko Pamoyanan Indah,,
Bogor > Bogor Selatan > The Jungle Mall,,
Bogor > Bogor Tengah,,
Bogor > Bogor Tengah > Bogor Trade Mall,3,"<coordinates>106.79550871253014,-6.605583902141981 106.79504200816154,-6.605178912670115 106.79488375782967,-6.605098980498333 106.79489180445671,-6.604963095776695 106.79497495293617,-6.60489382119836 106.79507687687874,-6.604875170348688 106.7951338738203,-6.6048951534018805 106.79610282182693,-6.6041984104708025 106.79639786481857,-6.604566099023222 106.79550871253014,-6.605583902141981 </coordinates>"
Bogor > Bogor Tengah > Bogor Trade World,3,"<coordinates>106.78602911531925,-6.595648242416066 106.78602375090122,-6.595778800781796 106.78619809448719,-6.595772139641524 106.78619407117367,-6.595646910187673 106.78602911531925,-6.595648242416066 </coordinates>"
Bogor > Bogor Tengah > Botani Square,3,"<coordinates>106.8065882474184,-6.601159640636598 106.80665664374828,-6.60135680820621 106.8071635812521,-6.601199607042198 106.80708713829517,-6.60099844276798 106.8065882474184,-6.601159640636598 </coordinates>"
Bogor > Bogor Tengah > Colonial Building,,
Bogor > Bogor Tengah > Gedung Alumni IPB,3,"<coordinates>106.80595625191927,-6.602797594515541 106.80601593106985,-6.602781608005291 106.80603872984648,-6.602822240384488 106.80597234517336,-6.602850216774781 106.80595625191927,-6.602797594515541 </coordinates>"
Bogor > Bogor Tengah > Hotel Ayuda,3,"<coordinates>106.90424546599388,-6.649965537701504 106.90406575798988,-6.64983499367122 106.90418377518654,-6.649707113771181 106.90430447459221,-6.649816344521211 106.90424546599388,-6.649965537701504 </coordinates>"
Bogor > Bogor Tengah > Hotel Efita,,
Bogor > Bogor Tengah > Hotel Pangrango 1,3,"<coordinates>106.8034728616476,-6.590733627493295 106.80351879447699,-6.5907909138790215 106.80357713252306,-6.590764935170022 106.80352415889502,-6.590707648781293 106.80352481464661,-6.590707995347801 106.8034728616476,-6.590733627493295 </coordinates>"
Bogor > Bogor Tengah > Hotel Pangrango 2,3,"<coordinates>106.80406864732504,-6.592956467629417 106.80410418659449,-6.592996434696776 106.8041631951928,-6.592963794925352 106.8041256442666,-6.5929244939732135 106.80406864732504,-6.592956467629417 </coordinates>"
Bogor > Bogor Tengah > Hotel Pangrango 3,3,"<coordinates>106.80536482483149,-6.588453490744206 106.80537689477205,-6.5884781373265895 106.80540505796671,-6.588470809964397 106.80538896471262,-6.588442166638376 106.80536482483149,-6.588453490744206 </coordinates>"
Bogor > Bogor Tengah > Hotel Permata,3,"<coordinates>106.80477440357208,-6.597201618292233 106.80526793003082,-6.597137671525534 106.80534303188324,-6.597553325361574 106.8049031496048,-6.597627929859349 106.80477440357208,-6.597201618292233 </coordinates>"
Bogor > Bogor Tengah > Hotel Royal,3,"<coordinates>106.79493740200996,-6.602610419092376 106.79501250386238,-6.602698344922749 106.79518952965736,-6.602618412350332 106.79510369896889,-6.602533150925525 106.79493740200996,-6.602610419092376 </coordinates>"
Bogor > Bogor Tengah > Hotel Salak The Heritage,3,"<coordinates>106.79368078708649,-6.59413216418097 106.79351180791855,-6.594537162687215 106.79391950368881,-6.594707688275057 106.79411798715591,-6.594377294895332 106.79368078708649,-6.59413216418097 </coordinates>"
Bogor > Bogor Tengah > Hotel Santika,3,"<coordinates>106.8070837855339,-6.601587281009003 106.8071374297142,-6.6016885291427805 106.80730372667313,-6.60164056950304 106.80724069476128,-6.6015259992337665 106.8070837855339,-6.601587281009003 </coordinates>"
Bogor > Bogor Tengah > Hotel The Mirah,3,"<coordinates>106.803407818079,-6.590436537526301 106.80343195796013,-6.590527130001452 106.80360361933708,-6.5905111430952745 106.80356606841087,-6.590391241282505 106.803407818079,-6.590436537526301 </coordinates>"
Bogor > Bogor Tengah > IPB Convention Hotel,3,"<coordinates>106.80591031908989,-6.601821750339879 106.80594518780708,-6.60189901861777 106.80601760745049,-6.6018803676552515 106.80598810315132,-6.601784448408303 106.80591031908989,-6.601821750339879 </coordinates>"
Bogor > Bogor Tengah > Kebun Raya Bogor,3,"<coordinates>106.79379880428314,-6.597127013730274 106.7954832315445,-6.602200098344169 106.79670631885529,-6.6023279905619106 106.79814398288727,-6.602082863782213 106.79839074611664,-6.60270100934161 106.79958164691925,-6.60273298236679 106.80071890354156,-6.602615747931026 106.80212438106537,-6.6023279905619106 106.80334746837616,-6.60195497150114 106.80496752262115,-6.601315509600168 106.80507481098175,-6.601081040029529 106.80419504642487,-6.595645577959267 106.80326163768768,-6.5940575591568775 106.80229604244232,-6.593045061291072 106.80091202259064,-6.592267035210119 106.79982841014862,-6.592629403673708 106.79875552654266,-6.59332216617569 106.79781138896942,-6.593396771310466 106.79696381092072,-6.592981113988004 106.79578363895416,-6.593684533867996 106.79464638233185,-6.5942707163387855 106.79423868656158,-6.594899529491229 106.79385244846344,-6.596007943952762 106.7937022447586,-6.5966260970947275 106.79379880428314,-6.597127013730274 </coordinates>"
Bogor > Bogor Tengah > Komplek Agri Park,,
Bogor > Bogor Tengah > Mirah Sartika Hotel,3,"<coordinates>106.79247513413429,-6.5951206796899555 106.79245099425316,-6.595293869535709 106.79270580410957,-6.595320514121973 106.79272189736366,-6.59532584303908 106.79276213049889,-6.595160646582804 106.79249122738838,-6.595107357391615 106.79247513413429,-6.5951206796899555 </coordinates>"
Bogor > Bogor Tengah > Plaza Jembatan Merah,3,"<coordinates>106.78676437586546,-6.595457067604201 106.78677175194025,-6.595478383266321 106.78680662065744,-6.595471722122004 106.78679589182138,-6.595449074230677 106.78676437586546,-6.595457067604201 </coordinates>"
Bogor > Bogor Tengah > Pusat Grosir Bogor,3,"<coordinates>106.78716335445642,-6.592932487387449 106.78717944771051,-6.592973786692336 106.78724180907011,-6.592955801511601 106.78721833974123,-6.592920497266039 106.78716335445642,-6.592932487387449 </coordinates>"
Bogor > Bogor Tengah > Royal Amaroossa Hotel,3,"<coordinates>106.80464297533035,-6.60195497150114 106.80471807718277,-6.6021201656912964 106.80495947599411,-6.602040233025524 106.80487900972366,-6.60183773688112 106.80464297533035,-6.60195497150114 </coordinates>"
Bogor > Bogor Tengah > Ruko Pusat Grosir Bogor,3,"<coordinates>106.78714893758297,-6.592909173262203 106.78719185292721,-6.592997100814554 106.7872817069292,-6.592989107401336 106.78724817931652,-6.592879864074617 106.78714893758297,-6.592909173262203 </coordinates>"
Bogor > Bogor Tengah > Sahira,3,"<coordinates>106.79450824856758,-6.6014886972799 106.79466381669044,-6.601443402046439 106.79461017251015,-6.601291529762805 106.79445192217827,-6.601350147140962 106.79450824856758,-6.6014886972799 </coordinates>"
Bogor > Bogor Tengah > Sempur Park Hotel,3,"<coordinates>106.81397773325443,-6.568065019065332 106.81397639214993,-6.568143624900788 106.8140608817339,-6.568150286411695 106.8140622228384,-6.568070348274911 106.81397773325443,-6.568065019065332 </coordinates>"
Bogor > Bogor Tengah > Stasiun Bogor,3,"<coordinates>106.79050907492638,-6.594563807314189 106.79051980376244,-6.5947103527369055 106.79066732525826,-6.5946810436558305 106.79063782095909,-6.594521175910359 106.79050907492638,-6.594563807314189 </coordinates>"
Bogor > Bogor Tengah > Taman Kencana 1,3,"<coordinates>106.78272664546967,-6.602924820474504 106.78273737430573,-6.603244550488788 106.78304851055145,-6.603969271089824 106.78295195102692,-6.604182424005819 106.78268373012543,-6.604459522659337 106.78150355815887,-6.605322790546773 106.78142845630646,-6.605706464679956 106.78158938884735,-6.605983562480004 106.78207218647003,-6.606495127241567 106.78279101848602,-6.6075289127491885 106.78350180387497,-6.607662132373949 106.78438156843185,-6.607369049152126 106.78472489118576,-6.606793539774848 106.78493946790695,-6.605898301634974 106.78499177098274,-6.6055386072832905 106.78484156727791,-6.604992404249228 106.78450495004654,-6.604432878564775 106.7843171954155,-6.603841379296164 106.78388267755508,-6.603271194647317 106.78317993879318,-6.602807586084172 106.78275614976883,-6.602807586084172 106.78272664546967,-6.602924820474504 </coordinates>"
Bogor > Bogor Tengah > Taman Topi,3,"<coordinates>106.79136604070663,-6.595714853831464 106.7913070321083,-6.595896036836004 106.79094761610031,-6.595864063369413 106.79099053144455,-6.595645577959267 106.79136604070663,-6.595714853831464 </coordinates>"
Bogor > Bogor Tengah > Taman Topi Square,3,"<coordinates>106.78978554904461,-6.5961011998640835 106.79029382765293,-6.596223764749448 106.79031696170568,-6.596119184930687 106.78979896008968,-6.596003947270459 106.78978554904461,-6.5961011998640835 </coordinates>"
Bogor > Bogor Tengah > Yogya Bogor,3,"<coordinates>106.79691016674042,-6.589101628841427 106.7969423532486,-6.589368077967728 106.79666340351105,-6.589421367775805 106.79659903049469,-6.589133602744136 106.79691016674042,-6.589101628841427 </coordinates>"
Bogor > Bogor Timur,,
Bogor > Bogor Timur > Ekalokasari Plaza,3,"<coordinates>106.81681081652641,-6.6214954627630505 106.81688994169235,-6.621591378185217 106.81701734662056,-6.621524770255121 106.81694492697716,-6.621415533230341 106.81681081652641,-6.6214954627630505 </coordinates>"
Bogor > Bogor Timur > Food Court Martabak Air Mancur,3,"<coordinates>106.81401327252388,-6.616113511995421 106.81407764554024,-6.616230743231088 106.81424930691719,-6.61618278500167 106.81415341794491,-6.616089532875616 106.81401327252388,-6.616113511995421 </coordinates>"
Bogor > Bogor Timur > Giant Ekspres,3,"<coordinates>106.9671855121851,-6.3197719534835635 106.96719489991665,-6.31986526030091 106.96727402508259,-6.319850597802141 106.96725390851498,-6.3197639557555805 106.9671855121851,-6.3197719534835635 </coordinates>"
Bogor > Bogor Timur > Giant Extra Sentul,,
Bogor > Bogor Timur > Horison Hotel,3,"<coordinates>106.81091129779816,-6.606015535293105 106.81116878986359,-6.606377893697109 106.81139409542084,-6.606260660124853 106.81114330887794,-6.605903630438218 106.81091129779816,-6.606015535293105 </coordinates>"
Bogor > Bogor Timur > Hotel Ririn,3,"<coordinates>106.81215316057205,-6.613433172063729 106.8122872710228,-6.6136036911405816 106.81245893239975,-6.613459815673371 106.8123409152031,-6.613321268887576 106.81215316057205,-6.613433172063729 </coordinates>"
Bogor > Bogor Timur > Pakuan Palace Hotel,3,"<coordinates>106.81057132780552,-6.607018681254494 106.81061558425426,-6.60698537630834 106.81059010326862,-6.606950739161974 106.81054316461086,-6.60698537630834 106.81057132780552,-6.607018681254494 </coordinates>"
Bogor > Bogor Timur > Pasar Swalayan Ada,3,"<coordinates>106.81117616593838,-6.610166654640393 106.81128479540348,-6.61012802114857 106.81120567023754,-6.610042761017982 106.81112386286259,-6.610078730137368 106.81117616593838,-6.610166654640393 </coordinates>"
Bogor > Bogor Timur > Ruko Pajajaran,3,"<coordinates>106.81178838014603,-6.610848735102345 106.81094616651535,-6.609671079964544 106.81044191122055,-6.609830942817471 106.81131094694138,-6.61107787129637 106.81178838014603,-6.610848735102345 </coordinates>"
Bogor > Bogor Timur > Ruko Pulo Armin No. B14,3,"<coordinates>106.8096587061882,-6.608909066321913 106.81013077497482,-6.608621312612968 106.81206196546555,-6.611301678639176 106.81168109178543,-6.61149884216675 106.80966369067642,-6.608912022662235 106.8096587061882,-6.608909066321913 </coordinates>"
Bogor > Bogor Timur > Ruko Sukasari Plaza,3,"<coordinates>106.81200966238976,-6.6178426699000035 106.81236907839775,-6.618207683968862 106.81258901953697,-6.618018516127445 106.81235834956169,-6.617661494933527 106.81200966238976,-6.6178426699000035 </coordinates>"
Bogor > Bogor Timur > Ruko V-Point,3,"<coordinates>106.81511968374252,-6.608466778144609 106.81515723466873,-6.608866436153372 106.81564003229141,-6.608802490893658 106.81549519300461,-6.608402832833231 106.81511968374252,-6.608466778144609 </coordinates>"
Bogor > Bogor Timur > Terasutra,3,"<coordinates>106.81177865713835,-6.611327656270616 106.81182157248259,-6.611330986736086 106.81182894855738,-6.611284360217457 106.81179609149694,-6.611281695844842 106.81177914472869,-6.61132725474032 106.81177865713835,-6.611327656270616 </coordinates>"
Bogor > Bogor Utara,3,"<coordinates>106.81179139763117,-6.611325657991326 106.81183163076639,-6.61132499189823 106.81182760745287,-6.611287690683233 106.8117880448699,-6.611286358496925 106.81179164588468,-6.611324637953128 106.81179139763117,-6.611325657991326 </coordinates>"
Bogor > Bogor Utara > Cibinong City Mall,3,"<coordinates>106.84074819087982,-6.483640544121822 106.84350550174713,-6.483704505413172 106.84328019618988,-6.484759865548841 106.84082329273224,-6.484770525740954 106.84075389885618,-6.483646176578028 106.84074819087982,-6.483640544121822 </coordinates>"
